#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
246,Tommy Edman,STL,S,2B/SS/ OF,2B/SS/ OF,96,355,321,44.3,7.9,38.8,17.2,84.8,56.9,18.0,2.0,130.6,58.1,24.6,3.6,2.5,2.9,3.9,0.264,0.319,0.407,0.725,0.299,669242
247,Joey Gallo,WSH,L,1B/OF,1B/OF,97,354,296,42.6,16.6,43.0,2.5,57.1,28.5,10.9,1.0,120.0,133.3,50.4,3.2,2.7,1.2,0.9,0.192,0.313,0.405,0.717,0.272,14128
248,Isiah Kiner-Falefa,TOR,R,3B/OF,3B/OF,101,352,319,38.8,4.9,33.9,12.5,83.0,60.2,17.0,0.9,116.4,57.1,22.3,4.3,2.8,2.5,4.1,0.260,0.312,0.364,0.676,0.300,643396
249,Edward Olivares,PIT,R,OF,OF,98,348,315,41.5,10.4,40.9,8.8,82.4,54.5,15.6,1.9,132.8,63.7,23.3,5.1,2.7,2.3,3.9,0.261,0.319,0.422,0.740,0.296,658668
250,Garrett Mitchell,MIL,L,OF,OF,97,348,309,39.6,9.1,35.4,11.8,73.7,48.9,13.4,2.4,119.1,101.1,31.8,3.5,2.2,3.2,3.5,0.239,0.313,0.386,0.699,0.322,669003
251,Whit Merrifield,PHI,R,2B/OF,2B/OF,100,346,318,40.2,6.8,35.6,13.3,81.6,57.6,16.6,0.5,119.7,59.5,21.9,2.1,2.4,2.3,3.9,0.256,0.305,0.376,0.682,0.294,11281
252,Liover Peguero,PIT,R,2B/SS,2B/SS,100,344,315,37.6,8.9,37.3,10.5,77.7,53.2,13.9,1.7,121.8,78.0,21.9,2.4,2.6,2.7,3.3,0.247,0.297,0.387,0.684,0.298,678894
253,Tyler Soderstrom,OAK,L,DH,C/1B,102,344,315,36.4,12.6,39.0,1.4,68.3,41.3,13.1,1.3,121.8,98.2,20.7,2.7,2.6,1.9,0.6,0.217,0.267,0.386,0.653,0.269,691016
254,Gio Urshela,DET,R,1B/3B,1B/SS/ 3B,97,342,313,37.2,7.6,38.2,2.4,85.7,61.7,14.6,1.8,126.6,62.2,21.1,2.4,2.7,2.3,1.1,0.274,0.320,0.405,0.724,0.317,10681
255,Jason Heyward,LAD,L,OF,OF,97,342,304,42.3,11.0,42.2,3.0,76.4,47.4,17.5,0.6,128.0,65.3,29.2,3.8,2.7,2.4,1.2,0.251,0.319,0.421,0.740,0.284,4940
256,Luis Urias,SEA,R,2B,2B/3B,97,342,294,40.5,10.2,37.3,2.0,67.3,40.4,16.1,0.6,115.2,76.7,37.1,7.2,2.6,1.9,0.9,0.229,0.326,0.392,0.718,0.273,649966
257,Jo Adell,LAA,R,OF,OF,97,340,308,40.0,15.1,44.9,5.6,68.9,37.8,14.6,1.3,131.5,111.2,23.3,4.1,2.5,1.5,2.2,0.223,0.283,0.427,0.710,0.291,666176
258,Nicky Lopez,CHW,L,2B/3B,2B/SS/ 3B,99,338,300,35.9,2.3,27.0,8.9,73.9,55.9,13.6,2.2,98.8,51.9,28.3,3.7,2.7,2.6,3.0,0.246,0.313,0.329,0.642,0.288,670032
259,Johan Rojas,PHI,R,OF,OF,102,338,311,37.9,6.4,35.8,17.7,78.6,54.0,15.8,2.4,118.6,69.7,18.2,4.0,2.6,2.7,4.9,0.253,0.298,0.381,0.680,0.304,679032
260,Aaron Hicks,LAA,S,OF,OF,97,337,286,39.7,8.5,34.8,5.2,66.5,45.1,11.6,1.3,106.3,80.6,43.7,2.8,2.5,1.8,1.9,0.233,0.335,0.372,0.707,0.291,5297
261,Connor Wong,BOS,R,C,C,103,337,307,39.7,9.8,38.7,6.0,72.8,45.7,16.0,1.2,120.7,99.7,20.7,3.7,2.6,2.7,2.0,0.237,0.289,0.393,0.682,0.315,657136
262,Ryan O’Hearn,BAL,L,1B/OF,1B/OF,92,335,308,40.2,13.5,47.3,2.7,79.2,48.3,16.5,1.0,138.1,81.1,19.6,3.4,2.6,1.1,1.2,0.257,0.305,0.449,0.754,0.305,656811
263,Dominic Fletcher,CHW,L,OF,OF,99,335,303,36.6,7.6,34.1,3.8,73.3,47.8,15.9,2.1,116.1,82.5,24.6,3.7,2.3,1.3,1.8,0.242,0.303,0.383,0.687,0.306,666150
264,Gabriel Arias,CLE,R,1B/SS,1B/SS/ 3B/OF,94,333,297,37.0,10.7,38.2,4.3,71.9,44.9,15.5,0.9,121.1,89.8,27.0,3.4,2.6,2.4,1.9,0.242,0.308,0.407,0.715,0.307,672356
265,Yan Gomes,CHC,R,C,C,98,329,303,37.3,9.3,37.3,1.3,76.7,52.6,13.6,1.2,120.6,64.3,16.1,4.9,2.6,2.4,0.5,0.253,0.297,0.397,0.694,0.290,9627
266,Sean Bouchard,COL,R,OF,OF,97,327,281,43.3,12.4,41.3,6.0,72.0,43.9,13.9,1.9,126.8,87.1,37.1,3.4,2.4,1.9,2.4,0.256,0.343,0.451,0.794,0.324,656248
267,Dylan Carlson,STL,S,OF,OF,90,326,283,41.6,8.6,36.4,3.2,72.5,45.3,16.9,1.7,118.6,62.5,33.1,5.2,2.5,2.4,1.3,0.256,0.339,0.419,0.759,0.298,666185
268,Rene Pinto,TB,R,C,C,98,317,294,37.8,11.8,38.7,2.4,66.3,38.5,15.2,0.8,118.4,97.6,16.1,2.8,2.5,2.6,0.8,0.226,0.268,0.404,0.672,0.292,650907
269,Matt Vierling,DET,R,3B/OF,3B/OF,86,315,282,35.4,6.9,32.9,6.1,72.0,50.8,11.7,2.6,109.4,65.6,25.7,3.2,2.3,2.0,2.4,0.255,0.321,0.389,0.710,0.308,663837
270,Stone Garrett,WSH,R,OF,OF,89,313,285,34.7,12.2,39.7,4.8,66.9,39.0,15.0,0.7,119.9,91.3,21.5,2.8,2.3,1.4,1.8,0.235,0.292,0.421,0.713,0.298,656448
271,Tyrone Taylor,NYM,R,OF,OF,96,311,285,38.9,11.7,38.8,6.4,67.1,39.7,14.3,1.4,119.3,73.6,17.9,4.9,2.4,2.1,2.1,0.236,0.289,0.419,0.709,0.275,621438
272,Jake Rogers,DET,R,C,C,91,310,279,35.1,13.4,37.8,2.8,59.2,35.3,9.7,0.8,110.6,98.0,23.8,2.8,2.4,2.4,1.0,0.213,0.277,0.397,0.674,0.270,668670
273,Harold Ramirez,TB,R,DH,OF,85,307,284,36.3,7.7,37.6,3.3,80.3,55.5,16.1,1.1,121.6,56.8,15.7,4.2,2.3,1.0,1.6,0.283,0.327,0.428,0.755,0.327,14387
274,Junior Caminero,TB,R,3B,3B,82,307,281,37.4,12.3,42.0,2.6,74.4,47.4,12.9,1.8,127.9,68.1,19.8,2.7,2.3,1.9,1.0,0.265,0.315,0.455,0.770,0.306,691406
275,Brayan Rocchio,CLE,S,SS,SS/3B,88,305,273,32.4,5.1,29.9,6.0,68.4,44.6,17.4,1.2,103.5,53.3,24.9,3.4,2.2,1.7,2.5,0.250,0.317,0.379,0.695,0.291,677587
276,Robbie Grossman,FA,S,OF,OF,85,304,259,35.6,7.5,30.6,3.3,58.9,38.0,12.6,0.7,95.6,77.6,37.4,3.1,2.2,1.8,1.1,0.227,0.327,0.368,0.695,0.291,5254
277,Alejandro Kirk,TOR,R,C,C,85,302,264,37.5,8.9,37.5,0.6,72.3,47.4,15.7,0.4,115.4,34.1,31.9,3.4,2.1,1.2,0.3,0.275,0.356,0.438,0.794,0.285,672386
278,Connor Joe,PIT,R,1B/OF,1B/OF,86,301,260,34.2,6.7,30.8,3.8,62.8,41.3,13.1,1.6,99.3,68.4,33.8,4.3,2.1,1.7,1.6,0.242,0.336,0.383,0.719,0.301,656582
279,Joshua Palacios,PIT,L,OF,OF,87,300,271,35.0,8.9,36.4,6.2,71.8,47.6,13.5,1.7,115.4,60.3,21.3,4.3,2.2,1.8,2.4,0.265,0.324,0.425,0.750,0.307,641943
280,Trent Grisham,NYY,L,OF,OF,87,297,253,38.5,11.1,35.9,7.0,56.1,30.6,13.6,0.7,104.5,79.1,35.2,3.6,2.3,2.3,2.1,0.222,0.319,0.413,0.733,0.273,663757
281,Ceddanne Rafaela,BOS,R,OF,SS/OF,88,295,274,37.6,8.8,35.0,10.4,70.3,44.7,15.3,1.6,115.0,66.2,13.4,3.5,2.2,1.7,4.1,0.257,0.296,0.421,0.717,0.306,678882
282,Dominic Canzone,SEA,L,OF,OF,87,295,267,34.9,10.4,37.3,3.4,67.8,39.4,17.2,0.8,117.8,61.2,21.1,2.7,2.2,1.6,1.4,0.254,0.311,0.441,0.752,0.290,686527
283,Hunter Goodman,COL,R,OF,1B/OF,87,294,268,38.2,14.8,43.3,1.7,68.8,39.4,13.3,1.4,129.1,77.1,18.9,3.0,2.2,1.6,0.7,0.257,0.308,0.482,0.790,0.303,696100
284,Nick Fortes,MIA,R,C,C,91,293,263,34.5,8.5,32.3,4.5,63.1,43.4,10.6,0.7,100.6,53.3,20.4,5.1,2.3,2.0,1.8,0.240,0.303,0.383,0.685,0.269,663743
285,Brandon Belt,FA,L,1B,1B,82,290,246,35.5,11.5,35.0,1.0,55.3,32.3,11.0,0.5,101.6,91.9,37.8,3.5,2.1,1.1,0.4,0.225,0.333,0.414,0.746,0.304,10264
286,Zach McKinstry,DET,L,2B/SS/ 3B/OF,2B/SS/ 3B/OF,86,290,258,32.5,6.1,28.1,7.3,61.4,43.5,9.0,2.8,94.2,64.6,25.6,2.9,2.0,2.3,2.9,0.239,0.310,0.366,0.676,0.293,656716
287,Lawrence Butler,OAK,L,OF,OF,88,290,265,31.1,8.3,31.3,5.4,63.5,41.1,13.0,1.1,103.7,73.5,19.8,2.0,2.1,1.7,2.0,0.240,0.294,0.392,0.686,0.299,671732
288,Abraham Toro,OAK,S,3B,2B/3B,86,287,254,31.2,7.1,30.0,2.9,62.1,39.5,14.6,0.9,99.9,53.3,24.8,3.2,2.3,2.2,1.2,0.244,0.315,0.393,0.708,0.281,647351
289,Joey Ortiz,MIL,R,2B,2B,87,287,262,32.4,6.2,31.1,4.0,69.9,47.0,15.2,1.6,106.8,56.8,19.2,2.6,2.2,2.0,1.5,0.268,0.320,0.408,0.728,0.318,687401
290,Mauricio Dubon,HOU,R,2B/OF,2B/SS/ OF,87,285,262,35.7,6.8,33.4,4.2,69.2,48.5,12.8,1.1,104.6,43.0,15.7,2.5,2.0,2.2,1.7,0.263,0.307,0.399,0.705,0.291,643289
291,Austin Wells,NYY,L,C,C,87,284,251,36.1,10.7,35.5,3.5,58.3,33.2,13.9,0.4,105.1,68.2,24.8,3.1,2.2,2.2,1.1,0.232,0.304,0.418,0.722,0.273,669224
292,Christian Bethancourt,MIA,R,C,C,85,283,262,30.8,8.9,32.8,2.8,64.4,42.9,12.1,0.5,104.2,68.3,14.0,2.0,2.2,2.1,0.9,0.245,0.285,0.397,0.682,0.297,10028
293,Jurickson Profar,SD,S,OF,OF,86,283,246,33.4,6.3,29.2,2.0,58.9,37.5,14.4,0.7,93.5,50.2,30.6,2.9,2.1,2.2,0.7,0.239,0.326,0.381,0.706,0.275,10815
294,Eddie Rosario,WSH,L,OF,OF,85,282,258,31.7,9.5,34.2,3.3,64.6,40.3,13.6,1.3,109.2,61.8,19.0,1.4,2.0,1.2,1.3,0.251,0.302,0.424,0.725,0.292,12155
295,Miguel Andujar,OAK,R,OF,OF,87,279,254,32.1,8.0,32.0,2.7,67.4,45.0,13.8,0.7,106.4,44.6,19.7,1.7,2.1,1.1,1.1,0.265,0.319,0.419,0.738,0.292,609280
296,Josh Rojas,SEA,L,2B/3B,2B/3B,85,278,245,31.8,5.3,27.3,8.5,58.8,37.7,15.4,0.4,91.0,63.4,27.0,1.4,2.1,2.1,2.3,0.240,0.314,0.371,0.684,0.300,668942
297,Michael Busch,CHC,L,3B,3B,87,278,244,33.9,9.1,31.9,1.7,58.1,36.7,11.2,1.1,98.8,76.4,26.3,3.4,2.0,1.6,0.7,0.237,0.316,0.404,0.720,0.304,683737
298,Paul DeJong,CHW,R,SS,SS,85,277,249,29.8,10.8,31.7,3.3,51.5,28.8,11.7,0.3,96.1,81.7,20.4,3.9,2.1,1.6,1.4,0.207,0.274,0.387,0.661,0.258,657557
299,Miguel Rojas,LAD,R,SS,SS,85,277,253,34.0,5.0,30.2,5.3,65.0,44.3,14.8,0.9,96.7,36.4,16.8,3.1,2.1,2.0,1.8,0.257,0.307,0.383,0.689,0.281,7802
300,Jon Berti,MIA,R,SS/3B,2B/SS/ 3B/OF,85,276,245,32.9,4.4,26.2,14.0,63.2,46.8,10.4,1.7,90.1,55.9,24.7,2.4,2.0,2.0,3.7,0.259,0.327,0.368,0.696,0.316,12037
301,Michael A. Taylor,FA,R,OF,OF,85,273,247,31.8,9.2,31.4,6.0,57.3,37.6,9.5,0.9,96.2,80.7,19.2,2.4,2.1,1.9,2.0,0.231,0.289,0.389,0.678,0.301,11489
302,Travis d’Arnaud,ATL,R,C,C,77,272,247,33.8,10.4,37.0,0.6,61.2,37.9,12.4,0.5,105.7,63.0,18.2,3.8,2.0,1.0,0.3,0.248,0.306,0.428,0.733,0.289,7739
303,Amed Rosario,TB,R,2B/SS,2B/SS,80,270,251,31.0,4.9,29.3,6.4,67.7,47.6,12.2,3.0,100.7,49.9,13.7,2.1,2.0,1.6,2.1,0.269,0.309,0.401,0.710,0.317,642708
304,Gary Sanchez,MIL,R,C,C,78,267,235,31.8,12.7,34.3,1.0,50.4,28.2,9.1,0.3,98.3,75.7,25.5,3.7,2.0,1.5,0.4,0.214,0.299,0.418,0.717,0.254,11442
305,Jose Trevino,NYY,R,C,C,83,267,248,30.7,7.2,30.7,1.7,60.2,41.1,11.1,0.8,94.5,47.4,12.6,2.1,2.1,2.0,0.7,0.243,0.281,0.381,0.662,0.272,624431
306,Jose Azocar,SD,R,OF,OF,85,263,244,28.2,4.6,25.8,12.5,58.7,41.2,11.7,1.2,86.8,63.8,13.8,2.4,2.0,1.7,4.8,0.241,0.284,0.356,0.641,0.305,640492
307,Joey Wendle,NYM,L,SS,SS,82,262,243,29.1,3.9,26.2,5.9,59.6,38.7,15.6,1.3,89.7,54.3,12.3,3.5,1.9,1.7,2.1,0.245,0.288,0.369,0.657,0.298,13853
308,Yasmani Grandal,PIT,S,C,C/1B,77,261,224,29.4,6.7,27.2,0.7,52.7,35.8,9.9,0.3,83.3,54.8,32.5,2.7,2.0,1.2,0.3,0.236,0.336,0.372,0.709,0.280,11368
309,Wilmer Flores,SF,R,1B/3B,1B/3B,71,259,229,31.9,9.7,32.5,0.5,59.4,39.8,9.4,0.5,98.9,39.8,23.7,3.1,1.9,1.0,0.2,0.260,0.333,0.432,0.765,0.274,5827
310,Martin Maldonado,CHW,R,C,C,85,258,231,27.9,8.9,27.1,1.2,44.7,26.0,9.5,0.3,81.4,83.5,19.5,3.5,2.0,2.1,0.4,0.193,0.262,0.352,0.614,0.254,6887
311,Jordan Lawlar,ARI,R,SS,SS,71,257,229,28.9,5.6,25.3,16.3,53.3,36.4,9.9,1.4,82.9,63.3,21.3,3.6,1.9,1.6,6.1,0.233,0.304,0.363,0.667,0.295,691783
312,Max Stassi,CHW,R,C,C,82,254,224,27.9,7.6,25.8,1.2,45.9,28.0,9.6,0.6,79.6,76.1,23.1,3.1,1.9,1.3,0.5,0.204,0.283,0.354,0.638,0.268,10059
313,Manuel Margot,MIN,R,OF,OF,76,253,230,28.7,4.7,26.9,6.2,61.6,42.3,13.5,1.0,91.2,43.1,18.2,1.9,1.9,1.5,2.4,0.268,0.323,0.396,0.720,0.309,14712
314,Tyler Black,MIL,L,3B,3B,71,252,216,29.7,5.4,25.5,10.3,52.0,33.5,10.5,2.5,83.9,54.9,29.8,3.8,1.9,1.6,3.9,0.241,0.340,0.389,0.729,0.296,672012
315,Pete Crow-Armstrong,CHC,L,OF,OF,70,251,226,28.7,6.5,26.1,9.3,55.2,37.1,9.6,2.0,88.4,68.6,17.5,3.3,1.8,1.8,3.7,0.244,0.304,0.391,0.694,0.318,691718
316,Jared Triolo,PIT,R,3B,1B/2B/ 3B,73,243,213,26.1,3.1,21.9,4.9,53.2,38.2,10.9,1.0,75.4,61.4,25.7,2.1,1.8,1.4,1.9,0.250,0.333,0.354,0.687,0.333,669707
