#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
840,Sem Robberse,STL,SP,R,2.6,2.6,1.0,56.3,13.0,0.7,0.8,0,0,4.97,5.32,1.51,9.2,5.3,14.4,0.6,7.3,7.8,2,44.5,34.2,21.3,0.308,691828
841,Yoniel Curet,TB,SP,R,2.6,2.6,0.8,53.9,13.0,0.7,0.9,0,0,5.74,6.11,1.78,10.4,9.2,13.9,0.9,8.4,9.0,2,42.5,36.6,20.9,0.304,692414
842,Tekoah Roby,STL,SP,R,2.6,2.6,1.1,52.0,13.0,0.8,0.7,0,0,4.67,4.93,1.40,10.4,4.6,13.6,0.6,6.9,7.3,2,41.8,37.1,21.1,0.301,694358
843,Wilmer Flores,DET,SP,R,2.6,2.6,1.1,52.0,13.0,0.7,0.8,0,0,4.51,5.34,1.54,9.3,4.1,16.0,0.7,6.6,7.1,2,47.4,31.3,21.3,0.309,695865
844,Kyle Leahy,STL,RP,R,21.1,0.0,0.0,50.8,12.7,0.6,0.6,0,2,4.46,4.74,1.45,10.0,5.3,13.1,0.5,6.4,6.9,2,45.9,34.2,19.9,0.303,681517
845,Dylan Dodd,ATL,SP,L,2.6,2.6,1.0,54.8,12.7,0.9,0.6,0,0,4.88,5.18,1.45,9.1,4.0,14.4,0.5,6.8,7.3,2,42.0,37.4,20.6,0.308,689266
846,Austin Cox,KC,RP,L,10.5,0.0,0.0,53.2,12.6,0.6,0.6,0,3,4.60,4.99,1.39,9.4,4.5,13.1,0.5,6.3,6.7,2,39.3,40.3,20.4,0.298,680735
847,Jeff Criswell,COL,SP,R,2.5,2.5,1.0,54.1,12.5,0.5,0.9,0,0,5.74,6.30,1.57,9.0,5.3,14.3,0.5,7.0,7.5,2,39.4,39.5,21.2,0.321,676105
848,Cade Horton,CHC,SP,R,2.5,2.5,1.1,53.5,12.5,0.7,0.8,0,0,4.56,4.83,1.40,11.1,4.6,12.9,0.5,6.3,6.8,2,41.6,37.3,21.1,0.305,690990
849,Andrew Suarez,BAL,RP,L,12.4,0.0,0.0,49.6,12.4,0.6,0.6,0,1,4.31,4.68,1.40,10.3,4.9,12.6,0.4,6.0,6.4,2,42.9,36.8,20.3,0.297,605498
850,Dustin May,LAD,RP,R,9.2,0.8,0.4,50.6,12.4,0.8,0.6,0,1,3.56,3.48,1.22,13.3,4.0,11.1,0.6,5.0,5.4,1,45.9,34.6,19.4,0.281,669160
851,Chase Lee,TEX,RP,R,12.4,0.0,0.0,36.3,12.4,0.7,0.6,0,1,3.81,4.14,1.32,12.7,4.7,11.8,0.6,5.0,5.5,1,48.5,30.3,21.2,0.310,695445
852,Stephen Kolek,SD,RP,R,12.3,0.0,0.0,53.4,12.3,0.6,0.6,0,1,4.18,4.61,1.43,10.4,4.8,12.8,0.8,5.9,6.4,2,48.3,30.5,21.2,0.311,663568
853,Rony Garcia,FA,RP,R,9.9,0.6,0.2,46.2,12.3,0.6,0.7,0,1,4.72,4.65,1.34,11.7,4.8,11.7,0.7,6.4,6.8,2,35.4,44.4,20.1,0.280,665621
854,Zach Thompson,TOR,SP,R,7.4,1.2,0.4,46.2,12.2,1.4,1.9,0,0,4.80,5.34,1.51,8.8,4.1,14.3,0.5,6.6,7.1,2,41.4,38.3,20.3,0.297,605507
855,Albert Abreu,FA,RP,R,9.3,0.0,0.0,48.4,12.1,0.6,0.6,0,1,4.37,4.52,1.44,12.1,6.2,11.2,0.7,5.9,6.3,1,43.9,36.4,19.7,0.294,656061
856,Packy Naughton,STL,RP,L,9.3,0.0,0.0,48.4,12.1,0.6,0.6,0,1,3.84,4.15,1.32,10.6,4.1,11.9,0.5,5.3,5.7,1,46.1,33.8,20.2,0.303,676050
857,Justin Garza,SF,RP,R,10.5,0.0,0.0,49.1,11.6,0.5,0.6,0,1,4.66,4.78,1.46,10.4,5.5,11.4,0.5,6.2,6.6,2,39.5,40.5,20.0,0.295,621057
858,Lane Ramsey,CHW,RP,R,12.6,0.0,0.0,45.2,11.3,0.5,0.6,0,3,4.91,5.14,1.52,10.1,5.8,11.4,0.5,6.2,6.6,2,38.2,41.6,20.2,0.292,682010
859,Alan Busenitz,CIN,RP,R,9.3,0.0,0.0,47.6,11.2,0.5,0.6,0,1,4.94,5.08,1.45,9.7,4.6,11.6,0.5,5.7,6.2,2,41.2,38.8,20.0,0.298,641427
860,Reiss Knehr,SD,RP,R,9.3,0.0,0.0,34.6,11.2,0.5,0.6,0,1,4.25,4.47,1.39,10.5,4.8,10.8,0.6,5.4,5.9,2,41.4,38.4,20.1,0.292,663753
861,Diego Castillo,TEX,RP,R,9.9,0.0,0.0,47.6,10.9,0.5,0.5,2,2,4.69,4.92,1.45,9.6,5.0,10.8,0.6,5.4,5.9,2,44.3,35.5,20.2,0.296,650895
862,Grant Holmes,ATL,RP,R,10.7,0.0,0.0,42.8,10.7,0.5,0.5,0,1,4.68,4.87,1.43,9.3,4.1,11.3,0.5,5.5,5.9,2,42.0,36.8,21.2,0.308,16944
863,John Doxakis,CLE,RP,L,10.7,0.0,0.0,42.8,10.7,0.5,0.6,0,1,4.73,5.29,1.49,8.5,4.4,11.5,0.7,5.7,6.1,2,40.2,38.4,21.3,0.303,669648
864,Colton Gordon,HOU,RP,L,10.7,0.0,0.0,44.9,10.7,0.6,0.5,0,1,4.17,4.47,1.32,10.7,3.8,10.3,0.5,5.0,5.3,2,38.1,40.8,21.1,0.294,676467
865,Eli Villalobos,MIA,RP,R,10.7,0.0,0.0,42.8,10.7,0.5,0.6,0,1,4.99,5.31,1.55,9.0,5.4,11.2,0.5,5.9,6.3,1,42.1,36.4,21.5,0.310,681871
866,Hunter McMahon,MIN,RP,R,10.7,0.0,0.0,36.0,10.7,0.5,0.5,0,1,4.38,4.74,1.46,7.9,3.9,11.8,0.5,5.4,5.8,1,48.7,30.0,21.3,0.315,684937
867,Evan Gates,SF,RP,R,10.7,0.0,0.0,42.8,10.7,0.5,0.6,0,1,4.47,4.73,1.46,9.5,4.7,10.9,0.4,5.5,5.9,1,42.8,35.9,21.3,0.307,688753
868,Riley Martin,CHC,RP,L,10.7,0.0,0.0,42.8,10.7,0.5,0.5,0,1,4.34,4.92,1.53,10.6,6.0,10.3,0.5,5.2,5.6,1,43.3,35.3,21.5,0.311,702303
869,Wily Peralta,PIT,RP,R,10.6,0.0,0.0,44.7,10.6,0.5,0.5,0,2,4.15,4.39,1.37,9.2,4.2,10.4,0.4,4.9,5.3,1,44.8,35.3,20.0,0.301,7738
870,James Norwood,FA,RP,R,10.5,0.0,0.0,42.0,10.5,0.5,0.5,0,1,4.10,4.27,1.36,10.9,4.7,9.6,0.4,4.8,5.2,1,41.1,39.2,19.7,0.295,656803
871,Blair Calvo,DET,RP,R,10.5,0.0,0.0,42.0,10.5,0.5,0.5,0,1,4.51,4.71,1.47,8.8,4.8,10.6,0.7,5.3,5.8,1,47.0,32.7,20.3,0.305,663971
872,David Parkinson,PHI,SP,L,7.1,0.8,0.3,42.1,10.3,1.3,1.8,0,0,4.70,5.60,1.53,7.6,3.6,12.1,0.4,5.3,5.7,2,40.5,38.2,21.2,0.300,663982
873,Joe Barlow,CHW,RP,R,14.7,0.0,0.0,41.2,10.3,0.5,0.5,0,1,4.93,5.01,1.41,8.6,4.1,10.4,0.4,5.6,6.0,2,35.2,44.7,20.2,0.276,669618
874,Taylor Hearn,FA,RP,L,9.3,0.0,0.0,40.8,10.2,0.5,0.5,0,1,4.07,4.40,1.36,10.3,4.4,9.5,0.4,4.6,5.0,1,39.6,40.4,20.0,0.299,621368
875,Felix Bautista,BAL,RP,R,9.3,0.0,0.0,40.8,10.2,0.6,0.4,0,0,2.75,2.60,1.04,15.2,4.3,6.3,0.4,3.1,3.4,1,36.8,44.2,19.0,0.259,642585
876,Kevin Herget,MIL,RP,R,6.8,0.0,0.0,40.8,10.2,0.5,0.5,0,1,4.42,4.58,1.30,8.5,2.7,10.5,0.4,4.9,5.3,2,39.4,40.6,20.1,0.289,643361
877,Brett Kennedy,CIN,RP,R,9.3,0.0,0.0,23.0,10.2,0.5,0.5,0,1,5.11,5.16,1.43,7.9,3.6,11.0,0.5,5.4,5.8,2,41.5,38.2,20.3,0.295,664028
878,Riley Pint,COL,RP,R,34.0,0.0,0.0,45.1,10.2,0.5,0.5,0,3,4.81,5.39,1.60,9.6,6.3,10.0,0.6,4.8,5.2,1,49.1,30.7,20.3,0.330,666207
879,Darren McCaughan,MIA,RP,R,9.3,0.0,0.0,43.2,10.2,0.5,0.5,0,1,4.50,4.64,1.28,8.0,2.3,10.8,0.5,5.1,5.4,2,39.7,39.8,20.6,0.300,670766
880,Lucas Luetge,BOS,RP,L,9.3,0.0,0.0,43.8,10.2,0.5,0.5,0,1,4.63,5.03,1.43,8.6,3.7,10.9,0.5,4.9,5.3,1,41.1,38.1,20.7,0.318,8337
881,Noah Skirrow,PHI,SP,R,2.0,2.0,0.7,34.3,10.0,0.5,0.7,0,0,5.72,6.03,1.56,6.5,4.1,11.5,0.4,6.3,6.7,2,38.0,40.9,21.1,0.297,659418
882,Griff McGarry,PHI,SP,R,2.0,2.0,0.8,40.0,10.0,0.5,0.6,0,0,5.11,6.12,1.73,8.1,5.1,12.2,0.4,5.6,6.0,2,41.3,37.7,21.0,0.301,676046
883,Mason Erla,LAA,SP,R,2.0,2.0,0.7,41.4,10.0,0.5,0.7,0,0,5.47,5.69,1.58,6.1,3.9,11.9,0.5,5.9,6.4,2,46.4,32.2,21.4,0.313,680451
884,Luke Albright,ARI,SP,R,2.0,2.0,0.7,40.0,10.0,0.5,0.7,0,0,5.31,5.74,1.59,7.8,5.0,10.9,0.5,5.9,6.3,2,39.3,39.7,21.0,0.309,681475
885,Ryan Bergert,SD,SP,R,2.0,2.0,0.8,41.2,10.0,0.5,0.6,0,0,4.73,5.07,1.47,8.5,4.3,10.5,0.4,5.4,5.8,2,41.1,37.8,21.1,0.300,686701
886,Dominic Hamel,NYM,SP,R,2.0,2.0,0.8,40.0,10.0,0.6,0.6,0,0,4.72,5.65,1.61,8.2,3.9,12.2,0.4,5.4,5.8,2,40.6,38.3,21.1,0.298,687589
887,Richard Fitts,BOS,SP,R,2.0,2.0,0.8,40.0,10.0,0.5,0.6,0,0,5.19,5.48,1.43,7.4,3.1,11.2,0.4,5.4,5.8,2,40.7,38.0,21.2,0.309,690916
888,Taylor Dollard,SEA,SP,R,2.0,2.0,0.8,40.0,10.0,0.6,0.6,0,0,4.81,5.04,1.37,7.7,2.8,11.0,0.5,5.4,5.8,2,41.3,37.5,21.3,0.296,693440
889,Brett Kerry,LAA,SP,R,2.0,2.0,0.7,41.4,10.0,0.5,0.7,0,0,5.56,5.78,1.52,7.0,3.7,11.5,0.4,6.0,6.4,2,38.1,40.6,21.3,0.301,695049
890,Jimmy Joyce,SEA,SP,R,2.0,2.0,0.9,40.0,10.0,0.6,0.6,0,0,4.42,4.59,1.42,8.1,3.6,10.6,0.7,5.0,5.4,1,51.5,27.3,21.2,0.306,702460
891,Jonathan Holder,TEX,RP,R,9.9,0.0,0.0,39.6,9.9,0.5,0.5,0,1,4.88,5.15,1.49,8.2,4.3,10.4,0.5,5.2,5.5,2,43.1,36.3,20.6,0.304,16588
892,Aneurys Zabala,DET,RP,R,9.9,0.0,0.0,39.6,9.9,0.5,0.5,0,1,4.08,4.16,1.38,11.0,5.3,8.3,0.6,4.5,4.9,1,41.0,39.5,19.4,0.288,656008
893,Kirby Snead,SEA,RP,L,12.4,0.0,0.0,43.2,9.9,0.5,0.5,0,4,4.29,4.60,1.45,8.8,4.3,10.0,0.5,4.8,5.2,1,45.7,34.0,20.3,0.302,669912
894,Chris Archer,FA,SP,R,1.9,1.9,0.7,38.0,9.5,0.5,0.6,0,0,5.04,5.04,1.45,7.9,3.9,9.9,0.4,5.3,5.7,2,39.8,39.9,20.3,0.295,6345
895,Jackson Jobe,DET,SP,R,1.9,1.9,0.8,38.0,9.5,0.5,0.6,0,0,4.78,4.93,1.39,7.4,3.0,10.2,0.4,5.1,5.5,1,41.6,37.2,21.2,0.302,695549
896,Seth Blair,FA,RP,R,9.3,0.0,0.0,28.4,9.3,0.4,0.5,0,1,4.85,5.22,1.47,7.8,3.9,9.7,0.7,5.0,5.3,1,40.6,38.0,21.4,0.302,518464
897,Luis Gonzalez,BAL,RP,L,9.3,0.0,0.0,37.2,9.3,0.5,0.5,0,1,4.43,4.75,1.40,8.4,3.8,9.2,0.4,4.6,4.9,1,38.4,40.4,21.2,0.295,593574
898,Tayler Scott,HOU,RP,R,9.3,0.0,0.0,40.1,9.3,0.5,0.4,0,1,4.27,4.43,1.37,9.1,3.6,9.2,0.4,4.4,4.8,1,42.6,37.5,19.9,0.304,605463
899,Angel Perdomo,ATL,RP,L,9.3,0.0,0.0,37.2,9.3,0.5,0.4,0,3,3.61,3.83,1.26,12.1,4.3,7.4,0.5,3.7,4.0,1,37.3,42.6,20.1,0.289,622780
900,Gerson Moreno,OAK,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.41,4.77,1.45,9.7,5.1,8.4,0.6,4.7,5.0,1,37.1,41.5,21.4,0.291,642575
901,Diomar Lopez,FA,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.98,5.24,1.53,7.6,4.3,9.9,0.5,5.1,5.5,1,41.8,36.8,21.4,0.306,650841
902,Zach Logue,ATL,RP,L,6.2,0.0,0.0,37.2,9.3,0.5,0.4,0,1,4.63,4.87,1.36,7.5,2.8,9.8,0.5,4.7,5.1,1,38.1,41.4,20.4,0.298,656657
903,Tyler Schrimpf,FA,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,5.20,5.48,1.60,8.1,5.2,9.6,0.5,5.4,5.7,1,39.3,39.1,21.5,0.304,656937
904,Matt Blackham,FA,RP,R,9.3,0.0,0.0,34.5,9.3,0.4,0.5,0,1,4.64,4.80,1.45,9.0,4.4,9.0,0.4,4.8,5.1,1,38.9,39.7,21.4,0.298,657518
905,Enoli Paredes,MIL,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.42,4.79,1.51,9.6,5.4,8.7,0.5,4.5,4.9,1,43.6,36.2,20.2,0.300,660600
906,Francisco Perez,OAK,RP,L,9.3,0.0,0.0,39.6,9.3,0.4,0.5,0,1,4.26,4.71,1.47,8.9,4.9,8.7,0.4,4.6,4.9,1,39.6,39.9,20.4,0.294,660906
907,Thomas Szapucki,SF,RP,L,9.3,0.0,0.0,34.6,9.3,0.5,0.4,0,1,3.65,3.78,1.25,10.7,3.8,7.8,0.4,3.9,4.2,1,39.3,41.0,19.7,0.287,663378
908,Jovani Moran,MIN,RP,L,9.3,0.0,0.0,37.2,9.3,0.5,0.4,0,3,3.63,3.93,1.38,10.6,4.9,8.0,0.4,3.9,4.2,1,44.4,35.4,20.2,0.298,663558
909,Reiver Sanmartin,CIN,RP,L,9.3,0.0,0.0,37.2,9.3,0.5,0.4,0,1,4.28,4.64,1.43,8.3,3.8,9.6,0.3,4.1,4.5,1,48.9,30.5,20.6,0.313,665665
910,Matt Cronin,WSH,RP,L,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.93,5.34,1.53,8.2,4.9,9.3,0.4,5.0,5.4,1,37.4,41.2,21.5,0.299,669091
911,Trevor Lane,FA,RP,L,9.3,0.0,0.0,37.2,9.3,0.5,0.5,0,1,4.33,4.72,1.44,8.5,4.1,9.3,0.4,4.5,4.8,1,42.5,36.2,21.3,0.305,670065
912,Wyatt Mills,BOS,RP,R,9.3,0.0,0.0,37.2,9.3,0.5,0.5,0,2,4.70,4.98,1.45,8.1,4.0,9.4,0.5,4.5,4.9,1,44.0,35.4,20.6,0.308,670090
913,Sean Guenther,DET,RP,L,9.3,0.0,0.0,37.2,9.3,0.5,0.5,0,1,3.97,4.16,1.30,8.4,3.1,8.9,0.5,4.1,4.5,1,43.1,36.8,20.1,0.296,674944
914,Kit Scheetz,FA,RP,L,9.3,0.0,0.0,35.6,9.3,0.4,0.5,0,1,4.82,5.25,1.54,7.5,4.5,9.9,0.4,5.0,5.3,1,42.1,36.5,21.5,0.307,677415
915,Ronny Henriquez,MIN,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.27,4.43,1.37,8.0,3.5,9.3,0.4,4.6,4.9,1,43.6,36.3,20.1,0.297,678692
916,Jose Cruz,SF,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.42,4.75,1.52,9.3,5.1,8.9,0.5,4.7,5.1,1,43.2,35.3,21.5,0.310,678804
917,Walter Pennington,KC,RP,L,9.3,0.0,0.0,40.6,9.3,0.5,0.5,0,1,4.25,4.85,1.52,7.0,4.1,10.0,0.4,4.3,4.7,1,52.3,26.4,21.3,0.328,679156
918,Freddy Pacheco,DET,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.48,4.69,1.42,9.3,4.5,8.7,0.4,4.7,5.0,1,37.9,40.8,21.3,0.295,681643
919,Angel Chivilli,COL,RP,R,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,5.29,5.79,1.55,6.8,3.9,10.6,0.5,4.8,5.2,1,44.7,34.0,21.3,0.329,683409
920,Nate Fisher,FA,RP,L,9.3,0.0,0.0,37.2,9.3,0.4,0.5,0,1,4.83,5.12,1.40,7.1,3.3,9.7,0.5,5.0,5.3,2,35.5,44.2,20.3,0.286,688010
921,Brendon Little,TOR,SP,L,2.4,1.6,0.7,35.5,8.8,0.5,0.5,0,0,4.32,5.19,1.64,6.1,3.9,10.5,0.4,4.3,4.7,1,53.7,26.0,20.3,0.308,663893
922,Tommy Milone,FA,SP,L,4.3,1.2,0.4,34.0,8.5,0.7,1.2,0,0,5.11,5.63,1.48,6.1,2.8,9.8,0.3,4.8,5.1,2,35.2,43.7,21.0,0.290,7608
923,Brandon Hughes,ARI,RP,L,10.5,0.0,0.0,36.4,8.4,0.4,0.4,0,1,4.30,4.54,1.35,8.7,3.7,7.6,0.4,4.0,4.3,1,34.8,45.1,20.1,0.287,676714
924,Tommy Nance,SD,RP,R,8.2,0.0,0.0,34.7,8.2,0.4,0.4,0,1,3.88,4.12,1.36,8.2,3.3,7.9,0.4,3.6,4.0,1,47.1,32.8,20.1,0.306,667297
925,Mitchell Parker,WSH,SP,L,1.6,1.6,0.6,35.5,8.0,0.4,0.6,0,0,5.02,5.55,1.56,6.5,4.1,8.3,0.3,4.4,4.7,1,39.7,39.2,21.1,0.303,680730
926,DJ Herz,WSH,SP,L,1.6,1.6,0.6,32.0,8.0,0.4,0.6,0,0,4.92,6.07,1.70,6.9,4.1,9.5,0.4,4.3,4.6,1,38.5,40.6,20.9,0.298,687792
927,Zach Muckenhirn,FA,RP,L,5.0,0.0,0.0,30.0,7.5,0.3,0.4,0,0,4.78,5.18,1.53,5.3,3.2,8.3,0.3,4.0,4.3,1,44.2,35.1,20.7,0.311,669105
928,Joey Krehbiel,SEA,RP,R,9.3,0.0,0.0,29.6,7.4,0.3,0.4,0,1,4.57,4.78,1.40,6.2,2.9,7.5,0.3,3.8,4.1,1,41.9,37.9,20.2,0.284,607216
929,Cole Waites,SF,RP,R,9.3,0.0,0.0,29.6,7.4,0.3,0.4,0,1,4.29,4.44,1.43,7.6,3.8,6.8,0.3,3.6,3.9,1,40.4,39.6,20.0,0.296,686972
930,Hagen Danner,TOR,RP,R,24.3,0.0,0.0,30.9,7.3,0.4,0.3,0,2,3.98,4.02,1.27,7.7,2.8,6.4,0.3,3.3,3.5,1,38.3,42.1,19.6,0.280,668470
931,Brandon Woodruff,MIL,SP,R,1.2,1.2,0.7,28.8,7.2,0.5,0.3,0,0,3.79,3.68,1.14,7.9,2.0,6.2,0.3,3.0,3.2,1,39.4,40.8,19.8,0.275,605540
932,Carson Fulmer,LAA,RP,R,6.2,0.0,0.0,27.2,6.8,0.3,0.4,0,1,4.89,5.06,1.53,5.6,3.4,7.0,0.4,3.6,3.9,1,45.8,33.9,20.4,0.302,18311
933,Casey Sadler,FA,RP,R,6.8,0.0,0.0,27.2,6.8,0.3,0.3,0,1,4.27,4.46,1.38,5.9,2.5,6.9,0.3,3.2,3.5,1,45.4,34.4,20.2,0.302,594987
934,Casey Lawrence,SEA,RP,R,6.2,0.0,0.0,27.2,6.8,0.3,0.3,0,2,4.42,4.64,1.29,5.2,1.5,7.2,0.3,3.4,3.6,1,41.3,38.3,20.5,0.291,596271
935,Daniel Zamora,FA,RP,L,6.8,0.0,0.0,27.2,6.8,0.3,0.4,0,1,4.68,5.19,1.52,5.6,3.3,7.1,0.4,3.5,3.8,1,42.7,36.3,21.0,0.305,623354
936,Jonah Dipoto,KC,RP,R,6.8,0.0,0.0,27.2,6.8,0.3,0.4,0,1,4.95,5.48,1.59,5.7,3.8,7.0,0.4,3.7,3.9,1,43.4,35.0,21.5,0.317,665167
937,Wyatt Short,FA,SP,L,1.2,1.2,0.5,21.5,6.8,0.4,0.4,0,0,5.15,5.52,1.56,4.8,3.1,7.6,0.4,3.9,4.2,1,43.6,35.5,20.8,0.306,670151
938,Josimar Cousin,CHW,SP,R,1.2,1.2,0.5,27.2,6.8,0.4,0.4,0,0,5.10,5.32,1.47,4.9,2.4,7.6,0.3,3.8,4.1,1,41.9,36.9,21.3,0.299,814300
939,Shane McClanahan,TB,SP,L,1.2,1.2,0.7,26.4,6.6,0.4,0.3,0,0,3.46,3.44,1.17,7.5,2.1,5.6,0.2,2.6,2.8,1,44.9,35.5,19.6,0.285,663556
940,Tyler Phillips,PHI,RP,R,6.6,0.0,0.0,26.4,6.6,1.2,1.5,0,0,4.36,5.28,1.56,4.7,2.3,8.1,0.3,3.2,3.4,1,49.8,28.9,21.2,0.313,663969
941,J.C. Flowers,PIT,RP,R,6.6,0.0,0.0,20.5,6.6,0.3,0.3,0,1,4.58,4.94,1.52,5.0,3.0,7.1,0.3,3.4,3.6,1,48.5,30.1,21.5,0.317,669001
942,Caleb Freeman,CHW,RP,R,6.6,0.0,0.0,26.4,6.6,0.3,0.4,0,1,5.15,5.54,1.60,5.6,3.7,6.9,0.3,3.8,4.0,1,39.9,38.6,21.5,0.299,673965
943,Alex Mauricio,NYY,RP,R,6.6,0.0,0.0,26.4,6.6,0.3,0.3,0,1,5.06,5.34,1.50,5.5,2.9,7.0,0.3,3.7,3.9,1,39.3,39.3,21.4,0.297,676089
944,Bailey Horn,CHW,SP,L,1.8,1.2,0.4,26.6,6.6,0.3,0.5,0,0,5.19,6.40,1.75,4.8,3.1,8.4,0.3,3.8,4.1,1,39.6,39.2,21.2,0.298,690544
945,Mike Vasil,NYM,SP,R,1.3,1.3,0.5,28.2,6.5,0.4,0.4,0,0,4.53,4.75,1.38,5.8,2.2,6.7,0.3,3.4,3.6,1,40.0,38.8,21.2,0.296,678024
946,Kris Bubic,KC,SP,L,1.2,1.2,0.6,25.6,6.4,0.4,0.4,0,0,4.48,4.73,1.40,5.6,2.6,6.4,0.3,3.1,3.4,1,43.8,36.1,20.2,0.306,663460
947,German Marquez,COL,SP,R,1.2,1.2,0.5,25.4,6.0,0.3,0.4,0,0,4.73,4.83,1.38,5.0,2.0,6.3,0.2,2.8,3.0,1,46.2,33.8,20.0,0.317,15038
948,Brendan McKay,TB,SP,L,1.2,1.2,0.5,25.9,6.0,0.3,0.4,0,0,4.68,4.75,1.38,5.5,2.3,6.0,0.3,3.2,3.4,1,36.5,43.1,20.3,0.285,656713
949,Davis Martin,CHW,SP,R,1.2,1.2,0.5,25.7,6.0,0.3,0.4,0,0,4.76,4.90,1.40,5.0,2.2,6.2,0.3,3.2,3.4,1,41.2,38.5,20.3,0.291,663436
950,Cole Henry,WSH,SP,R,1.2,1.2,0.5,25.9,6.0,0.3,0.4,0,0,5.02,5.26,1.46,4.9,2.4,6.3,0.3,3.3,3.5,1,40.9,37.9,21.2,0.303,669371
951,Adam Macko,TOR,SP,L,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,5.01,5.45,1.62,4.7,3.3,6.4,0.3,3.4,3.6,1,44.0,35.0,21.0,0.304,671936
952,Mike Burrows,PIT,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.86,5.11,1.40,5.0,2.3,6.1,0.3,3.2,3.4,1,37.0,41.9,21.1,0.296,681347
953,Wikelman Gonzalez,BOS,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,5.30,5.61,1.57,5.4,3.3,6.1,0.3,3.3,3.5,1,40.9,38.3,20.8,0.308,682790
954,Daniel Espino,CLE,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.30,4.45,1.35,6.1,2.3,5.8,0.2,2.9,3.1,1,40.9,38.3,20.9,0.298,682982
955,Michael Arias,CHC,SP,R,1.2,1.2,0.4,24.0,6.0,0.3,0.4,0,0,5.76,6.20,1.78,4.4,4.0,6.7,0.3,3.8,4.1,1,43.5,35.5,20.9,0.313,683522
956,Royber Salinas,OAK,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.46,5.46,1.60,5.1,2.7,7.0,0.3,3.1,3.3,1,42.5,36.5,21.0,0.299,683690
957,Seth Johnson,BAL,SP,R,1.2,1.2,0.5,24.0,6.0,0.3,0.4,0,0,4.78,5.02,1.46,4.7,2.3,6.4,0.3,3.2,3.4,1,44.2,34.7,21.1,0.304,686751
958,Ryan Jensen,MIN,SP,R,1.2,1.2,0.4,15.5,6.0,0.3,0.4,0,0,5.03,5.36,1.62,4.6,3.4,6.4,0.3,3.5,3.7,1,45.9,33.9,20.2,0.306,686754
959,Trevor McDonald,SF,SP,R,1.2,1.2,0.5,24.5,6.0,0.3,0.4,0,0,4.96,5.27,1.62,4.0,2.8,6.9,0.3,3.4,3.7,1,51.3,27.5,21.2,0.319,686790
960,Jack Kochanowicz,LAA,SP,R,1.2,1.2,0.4,24.0,6.0,0.3,0.4,0,0,5.39,5.61,1.58,3.5,2.2,7.2,0.3,3.5,3.8,1,48.3,30.3,21.4,0.315,686799
961,Bradley Blalock,MIL,SP,R,1.2,1.2,0.4,24.0,6.0,0.3,0.4,0,0,5.48,5.82,1.62,4.2,2.8,6.9,0.3,3.6,3.9,1,43.6,35.2,21.2,0.308,687134
962,Porter Hodge,CHC,SP,R,1.2,1.2,0.5,24.9,6.0,0.3,0.4,0,0,5.06,5.47,1.57,5.0,3.1,6.3,0.4,3.4,3.6,1,42.2,36.8,21.0,0.308,687863
963,Landon Knack,LAD,SP,R,1.2,1.2,0.5,24.0,6.0,0.4,0.3,0,0,4.76,5.77,1.58,4.4,1.8,7.7,0.2,3.2,3.5,1,40.9,37.9,21.3,0.300,689017
964,Luis Perales,BOS,SP,R,1.2,1.2,0.4,24.0,6.0,0.3,0.4,0,0,6.23,6.62,1.73,4.3,3.6,6.8,0.3,3.9,4.1,1,38.6,40.4,21.0,0.309,691384
965,Jose Corniell,TEX,SP,R,1.2,1.2,0.4,25.8,6.0,0.3,0.4,0,0,5.78,6.21,1.65,4.2,3.0,6.9,0.3,3.7,3.9,1,41.7,37.1,21.2,0.309,692030
966,Nick Frasso,LAD,SP,R,1.2,1.2,0.5,24.0,6.0,0.4,0.3,0,0,4.56,4.81,1.40,5.0,2.0,6.4,0.3,3.1,3.3,1,43.1,35.8,21.1,0.301,693308
967,Luis Oviedo,FA,RP,R,5.6,0.0,0.0,23.2,5.6,0.3,0.3,0,1,4.98,5.37,1.58,4.6,3.1,5.8,0.4,3.1,3.3,1,43.5,36.2,20.3,0.303,665854
